"userid","outlet_type","brand_name","business_category","date"
3685191,"online","Metro Cash & Carry","Stores & Grocery","2023-05-20"
3685194,"online","Metro Cash & Carry","Stores & Grocery","2023-05-20"
3685196,"online","Metro Cash & Carry","Stores & Grocery","2023-05-20"
3685200,"online","Metro Cash & Carry","Stores & Grocery","2023-05-20"
3685201,"online","Metro Cash & Carry","Stores & Grocery","2023-05-20"
3685202,"instore","Karachi Haleem","Food & Restaurants","2023-05-19"
3685202,"instore","Karachi Haleem","Food & Restaurants","2023-05-26"
3685202,"instore","Karachi Haleem","Food & Restaurants","2023-05-28"
3685202,"instore","Karachi Haleem","Food & Restaurants","2023-06-01"
3685202,"instore","Karachi Haleem","Food & Restaurants","2023-06-03"
3685202,"instore","Karachi Haleem","Food & Restaurants","2023-06-05"
3685202,"instore","Karachi Haleem","Food & Restaurants","2023-06-06"
3685202,"instore","Karachi Haleem","Food & Restaurants","2023-06-07"
3685202,"instore","Karachi Haleem","Food & Restaurants","2023-06-08"
3685202,"instore","Karachi Haleem","Food & Restaurants","2023-06-10"
3685202,"instore","Karachi Haleem","Food & Restaurants","2023-06-11"
3685202,"instore","Karachi Haleem","Food & Restaurants","2023-06-12"
3685202,"instore","Karachi Haleem","Food & Restaurants","2023-06-13"
3685203,"online","Metro Cash & Carry","Stores & Grocery","2023-05-20"
3685246,"instore","Pizza Max","Food & Restaurants","2023-05-23"
3685246,"instore","Pizza Max","Food & Restaurants","2023-05-25"
3685246,"instore","Pizza Max","Food & Restaurants","2023-05-26"
3685246,"instore","Pizza Max","Food & Restaurants","2023-05-27"
3685246,"instore","Pizza Max","Food & Restaurants","2023-05-30"
3685246,"instore","Pizza Max","Food & Restaurants","2023-06-01"
3685246,"instore","Pizza Max","Food & Restaurants","2023-06-03"
3685246,"instore","Pizza Max","Food & Restaurants","2023-06-04"
3685275,"online","Daraz","Market Place","2023-05-21"
3685281,"online","Simply Sufi","Stores & Grocery","2023-05-27"
3685284,"online","Daraz","Market Place","2023-06-04"
3685284,"online","Daraz","Market Place","2023-06-09"
3685313,"online","IDEAS","Fashion","2023-05-22"
3685313,"online","SAYA","Fashion","2023-05-20"
3685318,"online","Daraz","Market Place","2023-05-20"
3685323,"online","foodpanda","Food & Restaurants","2023-05-20"
3685335,"online","foodpanda","Food & Restaurants","2023-05-29"
3685338,"online","Telenor","Services & Utilities","2023-05-20"
3685344,"online","foodpanda","Food & Restaurants","2023-05-20"
3685344,"online","foodpanda","Food & Restaurants","2023-05-21"
3685344,"online","foodpanda","Food & Restaurants","2023-05-22"
3685344,"online","foodpanda","Food & Restaurants","2023-05-25"
3685344,"online","foodpanda","Food & Restaurants","2023-05-26"
3685344,"online","foodpanda","Food & Restaurants","2023-05-27"
3685347,"online","Simply Sufi","Stores & Grocery","2023-05-20"
3685351,"online","Daraz","Market Place","2023-05-20"
3685353,"online","foodpanda","Food & Restaurants","2023-05-20"
3685366,"online","Daraz","Market Place","2023-05-20"
3685366,"online","Daraz","Market Place","2023-06-23"
3685374,"online","foodpanda","Food & Restaurants","2023-05-29"
3685374,"online","foodpanda","Food & Restaurants","2023-06-30"
3685374,"online","foodpanda","Food & Restaurants","2023-07-25"
3685374,"online","foodpanda","Food & Restaurants","2023-07-31"
3685384,"online","foodpanda","Food & Restaurants","2023-05-20"
3685391,"online","Daraz","Market Place","2023-06-14"
3685391,"online","Daraz","Market Place","2023-06-19"
3685393,"online","foodpanda","Food & Restaurants","2023-05-20"
3685403,"online","foodpanda","Food & Restaurants","2023-05-20"
3685406,"online","foodpanda","Food & Restaurants","2023-05-21"
3685421,"online","foodpanda","Food & Restaurants","2023-05-20"
3685431,"online","foodpanda","Food & Restaurants","2023-05-20"
3685441,"online","Simply Sufi","Stores & Grocery","2023-05-21"
3685443,"online","foodpanda","Food & Restaurants","2023-05-20"
3685446,"online","foodpanda","Food & Restaurants","2023-05-20"
3685447,"online","Telenor","Services & Utilities","2023-05-21"
3685448,"online","foodpanda","Food & Restaurants","2023-05-20"
3685450,"online","foodpanda","Food & Restaurants","2023-05-20"
3685450,"online","foodpanda","Food & Restaurants","2023-06-10"
3685456,"online","foodpanda","Food & Restaurants","2023-05-20"
3685457,"online","foodpanda","Food & Restaurants","2023-05-20"
3685464,"online","Daraz","Market Place","2023-05-22"
3685470,"online","foodpanda","Food & Restaurants","2023-05-20"
3685471,"online","foodpanda","Food & Restaurants","2023-05-21"
3685471,"online","foodpanda","Food & Restaurants","2023-05-23"
3685473,"online","Metro Cash & Carry","Stores & Grocery","2023-05-20"
3685479,"online","foodpanda","Food & Restaurants","2023-05-20"
3685481,"online","foodpanda","Food & Restaurants","2023-05-20"
3685483,"online","foodpanda","Food & Restaurants","2023-05-20"
3685493,"online","foodpanda","Food & Restaurants","2023-05-20"
3685504,"online","foodpanda","Food & Restaurants","2023-05-20"
3685514,"online","foodpanda","Food & Restaurants","2023-05-28"
3685516,"online","foodpanda","Food & Restaurants","2023-05-20"
3685517,"online","foodpanda","Food & Restaurants","2023-05-20"
3685521,"online","Scents'n Stories","Health, Beauty & Gifts","2023-05-20"
3685524,"online","Daraz","Market Place","2023-06-20"
3685524,"online","Saeed Ghani","Health, Beauty & Gifts","2023-06-09"
3685530,"online","foodpanda","Food & Restaurants","2023-05-20"
3685533,"online","Daraz","Market Place","2023-05-24"
3685533,"online","Daraz","Market Place","2023-07-10"
3685537,"online","foodpanda","Food & Restaurants","2023-05-20"
3685542,"online","foodpanda","Food & Restaurants","2023-05-20"
3685544,"online","Telenor","Services & Utilities","2023-05-20"
3685547,"online","foodpanda","Food & Restaurants","2023-05-20"
3685550,"online","Daraz","Market Place","2023-05-31"
3685554,"online","foodpanda","Food & Restaurants","2023-05-20"
3685554,"online","foodpanda","Food & Restaurants","2023-06-07"
3685555,"online","Daraz","Market Place","2023-05-21"
3685555,"online","Daraz","Market Place","2023-05-22"
3685555,"online","Daraz","Market Place","2023-05-25"
3685555,"online","Daraz","Market Place","2023-06-05"
3685555,"online","Daraz","Market Place","2023-06-07"
3685555,"online","Daraz","Market Place","2023-06-10"
3685557,"online","Daraz","Market Place","2023-07-12"
3685558,"online","Daraz","Market Place","2023-06-27"
3685558,"online","Daraz","Market Place","2023-07-20"
3685559,"online","foodpanda","Food & Restaurants","2023-05-20"
3685566,"online","foodpanda","Food & Restaurants","2023-05-20"
3685571,"online","Simply Sufi","Stores & Grocery","2023-05-20"
3685572,"online","foodpanda","Food & Restaurants","2023-05-20"
3685579,"online","foodpanda","Food & Restaurants","2023-05-20"
3685580,"online","Daraz","Market Place","2023-05-20"
3685582,"online","foodpanda","Food & Restaurants","2023-05-20"
3685582,"online","foodpanda","Food & Restaurants","2023-05-25"
3685591,"online","foodpanda","Food & Restaurants","2023-05-20"
3685597,"online","foodpanda","Food & Restaurants","2023-05-20"
3685599,"online","foodpanda","Food & Restaurants","2023-05-20"
3685611,"online","foodpanda","Food & Restaurants","2023-05-20"
3685616,"online","foodpanda","Food & Restaurants","2023-05-20"
3685621,"online","foodpanda","Food & Restaurants","2023-05-20"
3685627,"online","foodpanda","Food & Restaurants","2023-05-20"
3685629,"online","foodpanda","Food & Restaurants","2023-05-20"
3685642,"online","foodpanda","Food & Restaurants","2023-05-20"
3685644,"online","foodpanda","Food & Restaurants","2023-05-20"
3685649,"online","foodpanda","Food & Restaurants","2023-05-20"
3685655,"online","foodpanda","Food & Restaurants","2023-05-20"
3685657,"online","foodpanda","Food & Restaurants","2023-05-20"
3685658,"online","foodpanda","Food & Restaurants","2023-05-20"
3685660,"online","Daraz","Market Place","2023-06-18"
3685660,"online","foodpanda","Food & Restaurants","2023-05-20"
3685660,"online","foodpanda","Food & Restaurants","2023-06-22"
3685663,"online","Daraz","Market Place","2023-05-20"
3685663,"online","Daraz","Market Place","2023-05-23"
3685663,"online","Jenpharm","Health & Fitness","2023-05-23"
3685664,"online","Miss Rose Pakistan","Health, Beauty & Gifts","2023-05-28"
3685665,"online","foodpanda","Food & Restaurants","2023-05-20"
3685667,"online","foodpanda","Food & Restaurants","2023-05-20"
3685669,"online","foodpanda","Food & Restaurants","2023-05-20"
3685677,"instore","Orient Textile","Fashion","2023-06-22"
3685677,"instore","Orient Textile","Fashion","2023-07-24"
3685677,"instore","Orient Textile","Fashion","2023-07-25"
3685677,"online","Bata","Fashion","2023-07-17"
3685677,"online","Daraz","Market Place","2023-05-21"
3685677,"online","Daraz","Market Place","2023-05-23"
3685677,"online","Daraz","Market Place","2023-05-27"
3685677,"online","Daraz","Market Place","2023-05-28"
3685677,"online","Daraz","Market Place","2023-05-31"
3685677,"online","Daraz","Market Place","2023-06-01"
3685677,"online","Daraz","Market Place","2023-06-04"
3685677,"online","Daraz","Market Place","2023-06-05"
3685677,"online","Daraz","Market Place","2023-06-06"
3685677,"online","Daraz","Market Place","2023-06-07"
3685677,"online","Daraz","Market Place","2023-06-09"
3685677,"online","Daraz","Market Place","2023-06-10"
3685677,"online","Daraz","Market Place","2023-06-11"
3685677,"online","Daraz","Market Place","2023-06-14"
3685677,"online","Daraz","Market Place","2023-06-18"
3685677,"online","Daraz","Market Place","2023-06-25"
3685677,"online","Daraz","Market Place","2023-06-30"
3685677,"online","Daraz","Market Place","2023-07-02"
3685677,"online","Daraz","Market Place","2023-07-03"
3685677,"online","Daraz","Market Place","2023-07-04"
3685677,"online","Daraz","Market Place","2023-07-09"
3685677,"online","Daraz","Market Place","2023-07-16"
3685677,"online","Daraz","Market Place","2023-07-18"
3685677,"online","Daraz","Market Place","2023-07-23"
3685677,"online","Daraz","Market Place","2023-07-24"
3685677,"online","Daraz","Market Place","2023-07-30"
3685677,"online","Daraz","Market Place","2023-07-31"
3685677,"online","foodpanda","Food & Restaurants","2023-05-28"
3685677,"online","foodpanda","Food & Restaurants","2023-06-03"
3685677,"online","foodpanda","Food & Restaurants","2023-06-07"
3685677,"online","foodpanda","Food & Restaurants","2023-06-08"
3685677,"online","foodpanda","Food & Restaurants","2023-06-11"
3685677,"online","foodpanda","Food & Restaurants","2023-06-13"
3685677,"online","foodpanda","Food & Restaurants","2023-06-20"
3685677,"online","foodpanda","Food & Restaurants","2023-06-22"
3685677,"online","foodpanda","Food & Restaurants","2023-06-24"
3685677,"online","foodpanda","Food & Restaurants","2023-07-03"
3685677,"online","foodpanda","Food & Restaurants","2023-07-06"
3685677,"online","foodpanda","Food & Restaurants","2023-07-13"
3685677,"online","foodpanda","Food & Restaurants","2023-07-23"
3685677,"online","foodpanda","Food & Restaurants","2023-07-25"
3685677,"online","foodpanda","Food & Restaurants","2023-07-26"
3685677,"online","foodpanda","Food & Restaurants","2023-07-27"
3685677,"online","foodpanda","Food & Restaurants","2023-07-30"
3685678,"online","foodpanda","Food & Restaurants","2023-05-20"
3685689,"online","foodpanda","Food & Restaurants","2023-05-20"
3685690,"online","foodpanda","Food & Restaurants","2023-05-20"
3685690,"online","foodpanda","Food & Restaurants","2023-05-21"
3685698,"online","Daraz","Market Place","2023-05-24"
3685712,"online","foodpanda","Food & Restaurants","2023-05-20"
3685721,"online","Telenor","Services & Utilities","2023-05-20"
3685722,"online","Daraz","Market Place","2023-05-22"
3685722,"online","Daraz","Market Place","2023-05-29"
3685722,"online","Daraz","Market Place","2023-05-31"
3685722,"online","Daraz","Market Place","2023-06-07"
3685724,"online","foodpanda","Food & Restaurants","2023-05-20"
3685732,"online","foodpanda","Food & Restaurants","2023-05-21"
3685734,"online","foodpanda","Food & Restaurants","2023-05-20"
3685737,"online","foodpanda","Food & Restaurants","2023-05-20"
3685745,"online","foodpanda","Food & Restaurants","2023-05-21"
3685749,"online","foodpanda","Food & Restaurants","2023-05-20"
3685752,"online","foodpanda","Food & Restaurants","2023-06-02"
3685752,"online","foodpanda","Food & Restaurants","2023-06-08"
3685752,"online","foodpanda","Food & Restaurants","2023-06-13"
3685752,"online","foodpanda","Food & Restaurants","2023-06-19"
3685752,"online","foodpanda","Food & Restaurants","2023-07-17"
3685752,"online","foodpanda","Food & Restaurants","2023-07-24"
3685753,"online","foodpanda","Food & Restaurants","2023-05-21"
3685758,"online","foodpanda","Food & Restaurants","2023-05-21"
3685762,"online","foodpanda","Food & Restaurants","2023-05-20"
3685768,"online","foodpanda","Food & Restaurants","2023-05-20"
3685773,"online","foodpanda","Food & Restaurants","2023-05-20"
3685775,"online","foodpanda","Food & Restaurants","2023-05-21"
3685783,"online","foodpanda","Food & Restaurants","2023-05-21"
3685784,"online","foodpanda","Food & Restaurants","2023-05-20"
3685789,"online","Telenor","Services & Utilities","2023-05-24"
3685799,"online","Telenor","Services & Utilities","2023-05-20"
3685803,"online","foodpanda","Food & Restaurants","2023-05-20"
3685836,"online","foodpanda","Food & Restaurants","2023-05-20"
3685846,"online","foodpanda","Food & Restaurants","2023-05-20"
3685847,"instore","Karachi Broast","Food & Restaurants","2023-05-20"
3685847,"instore","Karachi Broast","Food & Restaurants","2023-07-27"
3685849,"online","Alkaram Studio","Fashion","2023-05-21"
3685849,"online","Daraz","Market Place","2023-06-17"
3685850,"online","Scents'n Stories","Health, Beauty & Gifts","2023-07-24"
3685859,"online","Daraz","Market Place","2023-05-20"
3685859,"online","Daraz","Market Place","2023-06-12"
3685859,"online","Daraz","Market Place","2023-07-23"
3685859,"online","foodpanda","Food & Restaurants","2023-05-28"
3685859,"online","foodpanda","Food & Restaurants","2023-06-11"
3685859,"online","foodpanda","Food & Restaurants","2023-06-18"
3685859,"online","foodpanda","Food & Restaurants","2023-07-04"
3685859,"online","foodpanda","Food & Restaurants","2023-07-14"
3685859,"online","foodpanda","Food & Restaurants","2023-07-15"
3685859,"online","foodpanda","Food & Restaurants","2023-07-17"
3685859,"online","foodpanda","Food & Restaurants","2023-07-21"
3685880,"online","Daraz","Market Place","2023-05-20"
3685881,"online","Daraz","Market Place","2023-07-05"
3685881,"online","Krave Mart","Stores & Grocery","2023-05-20"
3685881,"online","Krave Mart","Stores & Grocery","2023-06-08"
3685881,"online","Krave Mart","Stores & Grocery","2023-07-05"
3685881,"online","Krave Mart","Stores & Grocery","2023-07-09"
3685881,"online","foodpanda","Food & Restaurants","2023-05-27"
3685881,"online","foodpanda","Food & Restaurants","2023-06-04"
3685888,"online","Daraz","Market Place","2023-06-21"
3685908,"instore","Karachi Broast","Food & Restaurants","2023-05-20"
3685940,"online","New Yorker Pizza","Food & Restaurants","2023-07-16"
3685941,"online","Telenor","Services & Utilities","2023-05-20"
3685946,"online","Daraz","Market Place","2023-05-23"
3685946,"online","foodpanda","Food & Restaurants","2023-05-20"
3685946,"online","foodpanda","Food & Restaurants","2023-05-23"
3685946,"online","foodpanda","Food & Restaurants","2023-05-24"
3685946,"online","foodpanda","Food & Restaurants","2023-05-28"
3685946,"online","foodpanda","Food & Restaurants","2023-06-08"
3685946,"online","foodpanda","Food & Restaurants","2023-06-26"
3685952,"online","Daraz","Market Place","2023-06-03"
3685959,"online","foodpanda","Food & Restaurants","2023-06-11"
3685961,"online","Burger O'Clock","Food & Restaurants","2023-05-20"
3685964,"online","IDEAS","Fashion","2023-05-20"
3685967,"online","Krave Mart","Stores & Grocery","2023-05-21"
3685967,"online","Krave Mart","Stores & Grocery","2023-06-11"
3685967,"online","Krave Mart","Stores & Grocery","2023-06-28"
3685967,"online","Krave Mart","Stores & Grocery","2023-07-15"
3685967,"online","foodpanda","Food & Restaurants","2023-06-02"
